customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag,usage_drop,low_engagement,recent_risk,churn_risk_score,customer_value,action_segment,revenue_at_risk
6103-QCKFX,Female,0,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,No,0,0.38888888888888884,0.47368421052631576,0.38888888888888884,41.432748538011694,2475.0,Low Risk,1025.4605263157894
7781-EWARA,Male,0,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35,4138.7,No,0,0.02777777777777779,0.5082105263157894,0.02777777777777779,17.19076023391813,4224.5,Low Risk,726.2236660818714
6110-OHIHY,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.25,267.6,Yes,1,0.9583333333333334,0.6673684210526316,0.9583333333333334,87.10438596491228,237.75,High Risk - Low Value,207.09067763157896
7018-FPXHH,Male,0,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,3457.45,No,0,0.2222222222222222,0.503578947368421,0.2222222222222222,30.662923976608187,3348.7999999999997,Low Risk,1026.8399981286548
5889-LFOLL,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1115.2,Yes,1,0.8194444444444444,0.712421052631579,0.8194444444444444,78.73374269005848,1099.8,High Risk - Low Value,865.913702105263
5708-EVONK,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,Yes,1,0.19444444444444442,0.7865263157894737,0.19444444444444442,37.20690058479532,5417.200000000001,Low Risk,2015.5722184795325
8708-XPXHZ,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,4186.3,Yes,1,0.41666666666666663,0.7932631578947369,0.41666666666666663,52.96456140350877,3956.4,Low Risk,2095.489907368421
0616-ATFGB,Male,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,Yes,1,0.9861111111111112,0.21094736842105263,0.9861111111111112,75.35619883040935,25.05,High Risk - Low Value,18.876727807017545
0572-ZJKLT,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.65,4630.2,No,0,0.36111111111111116,0.8391578947368421,0.36111111111111116,50.45251461988305,4583.900000000001,Low Risk,2312.6928176608194
5135-RDDQL,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.65,3221.25,No,0,0.125,0.4265263157894737,0.125,21.54578947368421,3190.95,Low Risk,687.5153692105263
1353-LJWEM,Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.9,688.5,No,0,0.8472222222222222,0.5128421052631579,0.8472222222222222,74.69081871345028,669.9,High Risk - Low Value,500.3537945614034
1794-SWWKL,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.65,867.1,No,0,0.7916666666666666,0.5023157894736842,0.7916666666666666,70.48614035087719,894.75,High Risk - Low Value,630.6747407894736
6166-YIPFO,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,64.7,4746.05,No,0,0.0,0.5448421052631579,0.0,16.34526315789474,4658.400000000001,Low Risk,761.4277389473685
7016-BPGEU,Female,0,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,Yes,1,0.5972222222222222,0.2113684210526316,0.5972222222222222,48.14660818713451,727.9000000000001,Low Risk,350.4591609941521
6876-ADESB,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.95,48.95,Yes,1,0.9861111111111112,0.41221052631578947,0.9861111111111112,81.39409356725147,48.95,High Risk - Low Value,39.8424088011696
9332-GYWLO,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.85,355.1,No,0,0.9166666666666666,0.4618947368421053,0.9166666666666666,78.02350877192983,329.1,High Risk - Low Value,256.7753673684211
1963-SVUCV,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,Yes,1,0.9861111111111112,0.3814736842105263,0.9861111111111112,80.47198830409357,45.3,High Risk - Low Value,36.453810701754385
4184-VODJZ,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7,No,0,0.125,0.7692631578947368,0.125,31.8278947368421,5755.049999999999,Low Risk,1831.711256052631
0220-EBGCE,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.85,167.3,Yes,1,0.9722222222222222,0.7229473684210526,0.9722222222222222,89.74397660818713,171.7,High Risk - Low Value,154.0904078362573
1092-WPIVQ,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,428.45,No,0,0.75,0.2113684210526316,0.75,58.84105263157895,451.8,Low Risk,265.8438757894737
7233-IOQNP,Female,0,Yes,No,43,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.0,1505.35,No,0,0.4027777777777778,0.2863157894736842,0.4027777777777778,36.783918128654975,1462.0,Low Risk,537.7808830409357
2834-JKOOW,Female,0,No,No,15,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,45.9,693.45,No,0,0.7916666666666666,0.38652631578947366,0.7916666666666666,67.01245614035088,688.5,Low Risk,461.3807605263158
2754-VDLTR,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.2,930.4,Yes,1,0.8611111111111112,0.8016842105263158,0.8611111111111112,84.32830409356727,952.0,High Risk - Low Value,802.8054549707604
2400-FEQME,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,1177.95,No,0,0.23611111111111116,0.1726315789473684,0.23611111111111116,21.706725146198835,1127.5,Low Risk,244.74332602339186
3190-XFANI,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.6,5069.65,Yes,1,0.3194444444444444,0.8471578947368421,0.3194444444444444,47.77584795321637,4929.4,Low Risk,2355.0626490058476
7551-DACSP,Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.3,324.25,Yes,1,0.9166666666666666,0.46568421052631576,0.9166666666666666,78.13719298245614,331.79999999999995,High Risk - Low Value,259.2592063157894
4957-SREEC,Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.35,1458.1,No,0,0.02777777777777779,0.1713684210526316,0.02777777777777779,7.085497076023392,1424.5,Low Risk,100.93290584795322
7235-NXZCP,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.85,156.4,Yes,1,0.9722222222222222,0.6303157894736842,0.9722222222222222,86.96502923976608,149.7,High Risk - Low Value,130.1866487719298
0230-UBYPQ,Male,1,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,No,0,0.125,0.304,0.125,17.87,2274.3,Low Risk,406.41741
4923-ADWXJ,Female,0,No,No,25,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,No,0,0.6527777777777778,0.5541052631578948,0.6527777777777778,62.31760233918129,1645.0,Low Risk,1025.1245584795322
1763-KUAAW,Female,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.35,369.6,No,0,0.75,0.1713684210526316,0.75,57.64105263157895,366.3,Low Risk,211.13917578947368
1104-TNLZA,Male,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.8,2998.0,No,0,0.6111111111111112,0.8909473684210526,0.6111111111111112,69.50619883040936,2962.4,Low Risk,2059.051634152047
5195-KPUNQ,Female,1,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,96.75,5206.55,No,0,0.26388888888888884,0.8147368421052632,0.26388888888888884,42.91432748538011,5127.75,Low Risk,2200.5394276315787
0520-FDVVT,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.35,3626.1,Yes,1,0.5138888888888888,0.8618947368421053,0.5138888888888888,61.82906432748537,3582.25,Low Risk,2214.871656871345
3439-GVUSX,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,No,0,0.9861111111111112,0.2054736842105263,0.9861111111111112,75.19198830409357,24.4,High Risk - Low Value,18.34684514619883
1444-VVSGW,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.65,7968.85,Yes,1,0.02777777777777779,0.9738947368421053,0.02777777777777779,31.161286549707608,8095.5,Low Risk,2522.6619526315794
5712-PTIWW,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.85,152.45,Yes,1,0.9722222222222222,0.6724210526315789,0.9722222222222222,88.22818713450292,159.7,High Risk - Low Value,140.90041485380115
5949-HGVJL,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.05,1959.5,No,0,0.6388888888888888,0.6151578947368421,0.6388888888888888,63.17695906432748,1899.3,Low Risk,1199.9199835087718
5203-XEHAX,Female,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,64.35,2053.05,No,0,0.5277777777777778,0.5418947368421052,0.5277777777777778,53.2012865497076,2187.8999999999996,Low Risk,1163.9909484210525
1635-HDGFT,Female,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,398.55,No,0,0.7361111111111112,0.1726315789473684,0.7361111111111112,56.706725146198835,389.5,Low Risk,220.87269444444445
3315-TOTBP,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.0,1130.85,Yes,1,0.7916666666666666,0.64,0.7916666666666666,74.61666666666666,1140.0,High Risk - Low Value,850.63
8050-XGRVL,Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),54.75,3425.35,No,0,0.13888888888888884,0.4610526315789474,0.13888888888888884,23.553801169590642,3394.5,Low Risk,799.5337807017543
6661-HBGWL,Female,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,Yes,1,0.41666666666666663,0.8821052631578947,0.41666666666666663,55.62982456140351,4399.5,Low Risk,2447.4341315789475
1518-VOWAV,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,703.55,Yes,1,0.875,0.6286315789473684,0.875,80.10894736842104,671.85,High Risk - Low Value,538.2119628947369
9828-QHFBK,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.15,1275.7,No,0,0.6666666666666667,0.43073684210526314,0.6666666666666667,59.58877192982457,1227.6,Low Risk,731.5117642105264
3908-MKIMJ,Male,1,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,41.95,2965.75,No,0,0.05555555555555558,0.3532631578947369,0.05555555555555558,14.486783625730995,2852.6000000000004,Low Risk,413.2499897076024
5012-YSPJJ,Male,0,Yes,Yes,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,54.35,1647.0,No,0,0.5694444444444444,0.4576842105263158,0.5694444444444444,53.59163742690058,1684.8500000000001,Low Risk,902.9387031871346
5909-ECHUI,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.25,56.25,Yes,1,0.9861111111111112,0.47368421052631576,0.9861111111111112,83.23830409356725,56.25,High Risk - Low Value,46.821546052631575
1309-BXVOQ,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.1,2249.95,Yes,1,0.7083333333333333,0.8934736842105263,0.7083333333333333,76.38754385964913,2228.1,High Risk - High Value,1701.9908647368422
6728-VOIFY,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,96.0,6109.75,No,0,0.125,0.8084210526315789,0.125,33.002631578947366,6048.0,Low Risk,1995.9991578947368
9317-WZPGV,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,Yes,1,0.9722222222222222,0.671578947368421,0.9722222222222222,88.20292397660819,159.5,High Risk - Low Value,140.68366374269007
4891-NLUBA,Female,0,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.45,3751.15,No,0,0.1527777777777778,0.5174736842105263,0.1527777777777778,26.218654970760234,3748.4500000000003,Low Risk,982.7931722514621
2856-HYAPG,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.65,68.65,Yes,1,0.9861111111111112,0.5781052631578948,0.9861111111111112,86.37093567251463,68.65,High Risk - Low Value,59.293647339181305
8969-PRHFK,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,411.25,No,0,0.75,0.1654736842105263,0.75,57.46421052631578,353.7,Low Risk,203.25091263157893
0661-KQHNK,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.0,105.5,No,0,0.9166666666666666,0.16,0.9166666666666666,68.96666666666667,114.0,Low Risk,78.622
8709-KRDVL,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,3320.6,No,0,0.5416666666666667,0.8421052631578947,0.5416666666666667,63.17982456140351,3300.0,Low Risk,2084.934210526316
4488-PSYCG,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.25,327.45,Yes,1,0.7777777777777778,0.1705263157894737,0.7777777777777778,59.56023391812866,324.0,Low Risk,192.97515789473684
1427-VERSM,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5669.5,No,0,0.2222222222222222,0.8311578947368421,0.2222222222222222,40.49029239766082,5527.2,Low Risk,2237.9794414035086
9801-NOSHQ,Male,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,465.45,No,0,0.6805555555555556,0.16673684210526316,0.6805555555555556,52.640994152046794,455.40000000000003,Low Risk,239.7270873684211
6339-YPSAH,Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.8,704.3,No,0,0.875,0.6214736842105263,0.875,79.8942105263158,664.1999999999999,High Risk - Low Value,530.6573463157895
3621-CEOVK,Female,1,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,1369.8,Yes,1,0.8055555555555556,0.8437894736842105,0.8055555555555556,81.7025730994152,1402.8,High Risk - High Value,1146.1236954385963
6906-ANDWJ,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,1107.25,Yes,1,0.7916666666666666,0.6307368421052632,0.7916666666666666,74.33877192982456,1123.5,High Risk - Low Value,835.196102631579
2159-TURXX,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,95.55,No,0,0.9305555555555556,0.1688421052631579,0.9305555555555556,70.20415204678363,100.25,High Risk - Low Value,70.3796624269006
1548-FEHVL,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.2,6375.2,No,0,0.1527777777777778,0.8943157894736843,0.1527777777777778,37.52391812865497,6478.2,Low Risk,2430.874464210526
3795-CAWEX,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.55,8152.3,No,0,0.02777777777777779,0.9814736842105263,0.02777777777777779,31.38865497076024,8158.5,Low Risk,2560.843415789474
6215-NQCPY,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,1566.75,No,0,0.7916666666666666,0.8395789473684211,0.7916666666666666,80.6040350877193,1495.5,High Risk - High Value,1205.433344736842
5647-URDKA,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,130.25,No,0,0.8888888888888888,0.16589473684210526,0.8888888888888888,67.19906432748537,157.6,Low Risk,105.90572538011693
2229-DPMBI,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.5,162.15,No,0,0.8888888888888888,0.16421052631578947,0.8888888888888888,67.14853801169592,156.0,Low Risk,104.75171929824565
9626-WEQRM,Female,0,No,No,4,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,29.15,110.05,No,0,0.9444444444444444,0.24547368421052632,0.9444444444444444,73.47532163742689,116.6,High Risk - Low Value,85.67222502923974
2188-SXWVT,Female,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,55.0,1885.15,No,0,0.5277777777777778,0.4631578947368421,0.5277777777777778,50.8391812865497,1870.0,Low Risk,950.6926900584795
6258-PVZWJ,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6302.85,No,0,0.05555555555555558,0.7646315789473684,0.05555555555555558,26.827836257309944,6174.4,Low Risk,1656.4579218713452
1094-BKOSX,Female,0,Yes,Yes,45,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),51.0,2264.5,No,0,0.375,0.42947368421052634,0.375,39.13421052631579,2295.0,Low Risk,898.1301315789474
6969-MVBAI,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,No,0,0.875,0.7587368421052632,0.875,84.0121052631579,810.9,High Risk - Low Value,681.2541615789474
2978-XXSOG,Female,0,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.05,1253.5,No,0,0.6944444444444444,0.4972631578947368,0.6944444444444444,63.529005847953215,1299.1,Low Risk,825.3053149707602
2342-CKIAO,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,41.2,No,0,0.9722222222222222,0.17094736842105263,0.9722222222222222,73.18397660818712,40.6,High Risk - Low Value,29.71269450292397
6953-PBDIN,Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,No,0,0.02777777777777779,0.6143157894736843,0.02777777777777779,20.37391812865497,5106.5,Low Risk,1040.3941292397662
3898-BSJYF,Female,0,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.55,693.3,No,0,0.8611111111111112,0.6193684210526316,0.8611111111111112,78.85883040935673,735.5,High Risk - Low Value,580.0066976608188
3938-YFPXD,Male,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.3,5997.1,No,0,0.0,0.7098947368421052,0.0,21.296842105263156,6069.599999999999,Low Risk,1292.6331284210523
7696-AMHOD,Female,0,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.0,3824.2,No,0,0.3194444444444444,0.6568421052631579,0.3194444444444444,42.06637426900585,3822.0,Low Risk,1607.7768245614034
2453-SAFNS,Female,1,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,72.1,3886.05,No,0,0.25,0.607157894736842,0.25,35.71473684210526,3893.3999999999996,Low Risk,1390.517564210526
9558-IHEZX,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.75,7283.25,No,0,0.01388888888888884,0.8989473684210526,0.01388888888888884,27.940643274853795,7579.25,Low Risk,2117.6912054093564
9617-UDPEU,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.25,412.55,No,0,0.6944444444444444,0.16210526315789472,0.6944444444444444,53.47426900584795,423.5,Low Risk,226.46352923976607
6340-DACFT,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1070.25,No,0,0.3055555555555556,0.17305263157894737,0.3055555555555556,26.580467836257316,1027.5,Low Risk,273.1143070175439
4955-VCWBI,Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,817.95,No,0,0.4027777777777778,0.16842105263157894,0.4027777777777778,33.24707602339181,860.0,Low Risk,285.9248538011696
6813-GZQCG,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,1171.3,No,0,0.375,0.20757894736842103,0.375,32.47736842105263,1109.25,Low Risk,360.25520921052635
7426-GSWPO,Male,1,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65,No,0,0.11111111111111116,0.871578947368421,0.11111111111111116,33.92514619883041,6624.0,Low Risk,2247.2016842105268
3389-KTRXV,Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,625.65,No,0,0.6805555555555556,0.2008421052631579,0.6805555555555556,53.66415204678363,548.5500000000001,Low Risk,294.37470605263167
3118-UHVVQ,Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.8,1911.5,No,0,0.05555555555555558,0.21726315789473685,0.05555555555555558,10.406783625730997,1754.4,Low Risk,182.5766119298246
1031-IIDEO,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.85,70.85,Yes,1,0.9861111111111112,0.5966315789473684,0.9861111111111112,86.92672514619883,70.85,High Risk - Low Value,61.58758476608187
5832-XKAES,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.8,134.7,Yes,1,0.9722222222222222,0.5877894736842105,0.9722222222222222,85.68923976608187,139.6,High Risk - Low Value,119.62217871345028
3205-MXZRA,Male,0,No,No,26,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),59.45,1507.0,No,0,0.6388888888888888,0.5006315789473684,0.6388888888888888,59.741169590643274,1545.7,Low Risk,923.4192583625731
4701-AHWMW,Male,0,Yes,No,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,Yes,1,0.23611111111111116,0.45936842105263154,0.23611111111111116,30.30883040935673,3000.25,Low Risk,909.3406843567253
8317-BVKSO,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.05,299.3,No,0,0.8055555555555556,0.1688421052631579,0.8055555555555556,61.454152046783626,280.7,Low Risk,172.50180479532165
5702-KVQRD,Male,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,No,0,0.01388888888888884,0.6951578947368421,0.01388888888888884,21.826959064327482,5861.05,Low Risk,1279.288984239766
0083-PIVIK,Male,0,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,81.25,5567.55,No,0,0.11111111111111116,0.6842105263157895,0.11111111111111116,28.304093567251464,5200.0,Low Risk,1471.8128654970762
9210-IAHGH,Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.75,450.8,Yes,1,0.9027777777777778,0.5957894736842105,0.9027777777777778,81.06812865497078,495.25,High Risk - Low Value,401.48990716374277
6169-PGNCD,Female,0,No,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.3,4166.35,No,0,0.20833333333333337,0.6256842105263157,0.20833333333333337,33.35385964912281,4235.099999999999,Low Risk,1412.5693099999999
0023-XUOPT,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.1,1215.6,Yes,1,0.8194444444444444,0.7924210526315789,0.8194444444444444,81.13374269005848,1223.3,High Risk - Low Value,992.5090743274855
4592-IWTJI,Female,0,Yes,Yes,3,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),29.7,91.7,Yes,1,0.9583333333333334,0.2501052631578947,0.9583333333333334,74.58649122807017,89.1,High Risk - Low Value,66.45656368421052
4909-JOUPP,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.7,7898.45,No,0,0.0,0.9237894736842106,0.0,27.713684210526317,7898.400000000001,Low Risk,2188.937633684211
4657-FWVFY,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,No,0,0.4444444444444444,0.8113684210526315,0.4444444444444444,55.452163742690054,3854.0,Low Risk,2137.1263906432746
